catalog_index	catalog	author	short	title	town	from	till	dissertation	cluster	cluster_idx	remove
113883	kungliga	NA	Owäldighetens röst, tålckad af ett 	Owäldighetens röst, tålckad af ett barn år 1772, uti den wid trenne riksdagar förehafde sak, angående professorernes Jacob J. Haartmans och Wilhelm Robert Nääfs rätt til tour och befordran. =(Rubr.)= (Stockholm, tryckt hos Wennberg och	Stockholm	1772	NA	NA	1	2	
2458	fennica	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen wuonna 1801. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia; ulosanettu [sic] hänen kuning:sen maj:tins armollisen asettamisen jälkeen hänen Tieto-academialdans	Stockholm	1800	NA	NA	1	1	potentially remove
109827	kungliga	NA	Almanacka eli ajan-tieto, meidän wapahtajam 	Almanacka eli ajan-tieto, meidän wapahtajam Christuxen syndymän jälkeen wuonna 1801. Turun horizontin jälkeen, joka on 60 gr. 27 m. pohjan puolella equatoria, ja 17 ajan-min. idän puolella Stockholmin observatoriumia; ulosanettu hänen	Stockholm	1800	NA	NA	1	2	
2475	fennica	Pontoppidan, Erik	Pispan ja pro-cancellerin doct. Eric 	Pispan ja pro-cancellerin doct. Eric Pontoppidanin Kaunis uskon-speili, joka eteen asetta Jumalan lasten oikeita tundomerkkejä, ja sen kanssa temma kaikkia wääriä tukeja suruttomain alda; mutta wahwista uskon oikein uskowaisisa, nijn myös lohdutta heikkomielisiä ja kiusatuita. Danskan kielestä ruotzixi käätty Haqv. Enrothilda, nyt autuuttansa sydämen halulla etziwäisten sieluin hyväxi Suomen seurakunnisa heidän äitin-kielellänsä ulosannettu	Stockholm	1776	NA	NA	1	1	potentially remove
112469	kungliga	Pontoppidan, Erik	Pispan ja pro-cancellerin doct. Eric 	Pispan ja pro-cancellerin doct. Eric Pontoppidanin Kaunis uskon-speili, joka eteen asetta jumalan lasten oikeita tundomerkkejä, ja sen kansza temma kaikkia wääriä tukeja suruttomain alda; mutta wahwista uskon oikein uskowaisisa, nijn	Stockholm	1776	NA	NA	1	2	
2494	fennica	Albrecht, Georg	M: Georg Albrechtz, fordom superintendentens 	M: Georg Albrechtz, fordom superintendentens i Nördlingen, Andelige skrifte-spegel och communions-book, nyligen af tyska språket öfwersatt. Hwar i föredrages, huru wij syndare förr, uthi, samt efter skrifftermål och Herrans h. nattward, oss förehålla skole; med här hos följande, VII konung Dawidz boot-psalmer, någre ande-rijke böner och gudelige psalmer, brukelige wid detta dyra förehafwande	Stockholm	1715	NA	NA	1	1	potentially remove
123675	kungliga	Albrecht, Georg	M: Georg Albrechtz, fordom superintendentens 	M: Georg Albrechtz, fordom superintendentens i Nördlingen, Andelige skrifte-spegel och communions-book, nyligen af tyska språket öfwersatt. Hwar i föredrages, huru wij syndare förr, uthi, samt efter skrifftermål och Herrans h. nattward	Stockholm	1715	NA	NA	1	2	
2496	fennica	Arndt, Johann	D. Johan Arndin Paradisin yrti-tarha, 	D. Johan Arndin Paradisin yrti-tarha, täynnäns christillisiä awuja, caikille hywille christityille ja ahkeroille rucoilijoille suurexi hyödytyxexi, suomexi käätty	Stockholm	1732	NA	NA	1	1	potentially remove
103872	kungliga	Arndt, Johann	D. Johan Arndin Paradisin yrti-tarha, 	D. Johan Arndin Paradisin yrti-tarha, täynnäns christillisiä awuja, caikille hywille christityille ja ahkeroille rucoilioille suurexi hyödytyxexi, suomexi käätty. Stockholmisa prändätty waldacunnan historiographin trykisä, wähällä udella	Stockholm	1732	NA	NA	1	2	
2502	fennica	Benthem, Henrich Ludolf	Henric Ludolf Benthems Herda-bref til 	Henric Ludolf Benthems Herda-bref til the willfarande får, som sig ifrå then evangeliska hiord i Harrburg, hafwa afsöndrat. Öfwersatt vtaf tyska språket af mag. Gabriel Salonio	Stockholm	1715	NA	NA	1	1	potentially remove
130064	kungliga	Bentheim, Heinrich Ludolph	Henric Ludolf Benthems Herda-bref til 	Henric Ludolf Benthems Herda-bref til the willfarande får, som sig ifrå then evangeliska hiord i Harrburg, hafwa afsöndrat. Öfwersatt vtaf tyska språket af mag. Gabriel Salonio. Cum grat. & privil. s:æ r:æ maj. Stockholm, hos Henr. C	Stockholm	1715	1723	NA	1	2	
138742	kungliga	Bentheim, Heinrich Ludolph	Henric Ludolf Benthems Herda-bref til 	Henric Ludolf Benthems Herda-bref til the willfarande fåår, som sigh ifrå then evangeliska hiord i Harrburg, hafwa afsöndrat. Öfwersatte vthaf tyska språket af mag. Gabriel Salonio. Cum grat. & privil. s:æ r:æ maj. Stockholm, hoos Henr	Stockholm	1715	NA	NA	1	3	
2505	fennica	Bunyan, John	Se paras sanoma, sille pahimmalle 	Se paras sanoma, sille pahimmalle ihmiselle, elikkä evangeliumin armo, tarjottu erinomattain Jerusalemillisille eli suurimmille syndisille. Ruotsista suomexi käätty	Stockholm	1781	NA	NA	1	1	potentially remove
130083	kungliga	Bunyan, John	Se paras sanoma, sille pahimmalle 	Se paras sanoma, sille pahimmalle ihmiselle, elikkä evangeliumin armo, tarjottu erinomattain jerusalemillisille eli suurimmille syndisille. Ruotsista suomexi käätty. =Anon.= Med kongl. maj:ts särskildte nådiga tilstånd. Stockholmisa	Stockholm	1781	NA	NA	1	2	
2507	fennica	Carstenius, Henricus Henrici	Cygnea Christi cantio, eller Christi 	Cygnea Christi cantio, eller Christi swane-sång, thet är andeliga både tröste- och läro-rika betrachtelser öfwer herrans Jesu Christi siu ord på korsset. Sammanskrifne och vtgifne, för mer än 80 åhr sedan af mag. Henr. Carstenio. Tå warande p. och pr. uti Borgo stad i Nyl. Men för theras nyttigheter skull til tröst och lärdom, efter mångas åstundan, til trycket befordrad uti Lund 1718, och nu å nyo 1749 uplagd uti Lund, hos directeur Carl Gustaf Berling	Lund	1749	NA	NA	1	1	potentially remove
140636	kungliga	Carstenius, Henricus	Cygnea Christi cantio, eller Christi 	Cygnea Christi cantio, eller Christi swane-sång, thet är andeliga både tröste- och läro-rika betragtelser öfwer herrans Jesu Christi siu ord på korszet. Sammanskrefne och utgifne för mer än 80 år sedan, af mag. Henr. Carstenio ... men för theras nyttigheter skull til tröst och lärdom, efter mångas åstundan, til trycket befordrad uti Lund 1718, och nu å nyo 1749 uplagd uti	Lund	1749	NA	NA	1	2	
140637	kungliga	Carstenius, Henricus	Cygnea Christi cantio, eller Christi 	Cygnea Christi cantio, eller Christi swane-sång, thet är andelige både tröste- och läro-rika betrachtelser öfwer herrans Jesu Christi siu ord på korszet. Sammanskrifne och utgifne, för mer än 80 år sedan, af mag. Henr. Carstenio ... men för theras nyttigheter skull til tröst och lärdom, efter mångas åstundan, til trycket befordrad uti Lund 1718, och nu å nyo 1749 uplagd uti Lund, hos directeur Carl Gustav Berling	Lund	1749	NA	NA	1	3	
2510	fennica	Dent, Arthur	Totisen käändymisen harjoitus eli tie, 	Totisen käändymisen harjoitus eli tie, jota Jumalata racastawaisen ihmisen Jumalan mielen jälken elincautenansa waeldaman pitä, Arthur Dentildä ynnä 100. Jumalan pyhäsä sanasa perustettuin christillisyden ojennus-nuorain canssa. Jumalata, autuutta ja oikiata catumusta racastawille suomalaisille hywäxi, ruotzin kielestä suomexi käätty	Stockholm	1732	NA	NA	1	1	potentially remove
128324	kungliga	Dent, Arthur	Totisen käändymisen harjoitus eli tie, 	Totisen käändymisen harjoitus eli tie, jota Jumalata racastawaisen ihmisen Jumalan mielen jälken elincautenansa waeldaman pitää, osotettu Arthur Dentildä, ynnä 100. Jumalan pyhäsä sanasa perustettuin christillisyden ojennus-nuorain cansza	Stockholm	1732	NA	NA	1	2	
128325	kungliga	Dent, Arthur	Totisen käändymisen harjoitus eli tie, 	Totisen käändymisen harjoitus eli tie, jota Jumalata racastawaisen ihmisen Jumalan mielen jälken elincautenansa waeldaman pitä, Arthur Dentildä, ynnä 100. Jumalan pyhäsä sanasa perustettuin christillisyden ojenus- nuorain cansza. Jumala	Stockholm	1732	NA	NA	1	3	
2511	fennica	Dent, Arthur	Totisen käändymisen harjoitus eli tie, 	Totisen käändymisen harjoitus eli tie, jota Jumalata racastawaisen ihmisen Jumalan mielen jälken elincautenansa waeldaman pitä, Arthur Dentildä ynnä 100. Jumalan pyhäsä sanasa perustettuin christillisyden ojennus-nuorain canssa. Jumalata, autuutta ja oikiata catumusta racastawille suomalaisille hywäxi, ruotzin kielestä suomexi käätty	Stockholm	1766	NA	NA	1	1	potentially remove
128326	kungliga	Dent, Arthur	Totisen käändymisen harjoitus eli tie, 	Totisen käändymisen harjoitus eli tie, jota Jumalata racastawaisen ihmisen Jumalan mielen jälken elincautenansa waeldaman pitä, Arthur Dentildå [!] ynnä 100. Jumalan pyhäsä sanasa perustettuin christillisyden ojennus- nuorain cansza	Stockholm	1766	NA	NA	1	2	
2523	fennica	Ervast, Isak	Samwets pröfning i synnerhet för 	Samwets pröfning i synnerhet för huushåll-ståndet, i anledning af thes plicht och skyldighet hwartill komma menlösa tanckar, om församlingenes öfwergifwande	Turku	1738	NA	NA	1	1	
128748	kungliga	Ervast, Isaac	Samwets pröfning i synnerhet för 	Samwets pröfning i synnerhet för huushållståndet, i anledning af thes plicht och skyldighet hwartill komma menlösa tanckar, om församlingenes öfwergifwande./(Jsaac: Ervast.) Åbo tryckt hos Iohan Christopher Merckell åhr 1738	Turku	1738	NA	NA	1	2	potentially remove
2532	fennica	Fritsch, Ahasverus Andreae	D. Ahasver Fritschen Rucous-kirja, josa 	D. Ahasver Fritschen Rucous-kirja, josa edespannan aamu- puolipäiwä- ehto- ja muut tarpelliset rucouxet caickinaisisa tiloisa, cotona, ja matkalla hyödytyxen canssa rucoilla, suomexi käätty Samuel Antiliuxelda muinen cappalaiselda Brahencaupungis. Johon tygö tulewat Caspar Neumannin uloswalitut huocauxet nijn myös muutamat uudet jumaliset wirret	Stockholm	1775	NA	NA	1	1	potentially remove
112116	kungliga	Fritsch, Ahasver	D. Ahasver Fritschen Rucous-kirja, josa 	D. Ahasver Fritschen Rucous-kirja, josa edespannan aamu- puolipäiwä- ehto- ja muut tarpelliset rucouxet caickinaisisa tiloisa, cotona, ja matcalla hyödytyxen cansza rucoilla, suomexi käätty Samuel Antiliuxelda ... Johon tygö tulewat	Stockholm	1775	NA	NA	1	2	
2533	fennica	Fritsch, Ahasverus Andreae	D. Ahasver Fritschen Rukous-kirja, josa 	D. Ahasver Fritschen Rukous-kirja, josa edespannan aamu- puolipäiwä- ehto- ja muut tarpelliset rucouxet kaikkinaisisa tiloisa, kotona, ja matkalla hyödytyxen kanssa rukoilla. Suomexi käätty Samuel Antiliuxelda muinen kappalaiselda Brahenkaupungis. Johon tygö tulewat Caspar Neumannin uloswalitut huokauxet niin myös muutamat uudet jumaliset wirret	Stockholm	1780	NA	NA	1	1	potentially remove
112117	kungliga	Fritsch, Ahasver	D. Ahasver Fritschen Rukous-kirja, josa 	D. Ahasver Fritschen Rukous-kirja, josa edespannan aamu- puolipäiwä- ehto- ja muut tarpelliset rukouxet kaikkinaisisa tiloisa, kotona, ja matkalla hyödytyxen kansza rukoilla, suomexi käätty Samuel Antiliuxelda ... Johon tygö tulewat	Stockholm	1780	NA	NA	1	2	
2534	fennica	Fritsch, Ahasverus Andreae	D. Ahasver Fritschen Rukous-kirja, josa 	D. Ahasver Fritschen Rukous-kirja, josa edespannan aamu- puolipäiwä- ehto- ja muut tarpelliset rukouxet kaikkinaisisa tiloisa, kotona, ja matkalla hyödytyxen kanssa rukoilla. Suomexi käätty Samuel Antiliuxelda muinen kapplaiselda [sic] Brahencaupungis. Johon tygö tulewat Caspar Neumannin uloswalitut huokauxet niin myös muutamat uudet jumaliset wirret	Stockholm	1795	NA	NA	1	1	potentially remove
112118	kungliga	Fritsch, Ahasver	D. Ahasver Fritschen Rukous-kirja, josa 	D. Ahasver Fritschen Rukous-kirja, josa edespannan aamu- puolipäiwä- ehto- ja muut tarpelliset rukouxet kaikkinaisisa tiloisa, kotona, ja matkalla hyödytyxen kansza rukoilla, suomexikäätty Samuel Antiliuxelda ... Johon tygö tulewat Caspar	Stockholm	1795	NA	NA	1	2	
2536	fennica	Gerhard, Johannes	D. Johan Gerhardin Jenan academias 	D. Johan Gerhardin Jenan academias professorin Pyhät tutkistelemuxet oikian jumalisuteen kehoittaman ja sisällisen ihmisen parasta edes auttaman sowitetut. Nijn myös Jocapäiwäinen jumalisuden harjoitus, neljään osaan jaettu, josa löytän hartat syndein tunnustuxet, kijtoxet, rucouxet ja toiwotuxet. Ja Christillisen ihmisen muisto-kirja, jotca jumalisten sieluen hywäxi on suomexi käändänyt. Gabr. L. Tammelinus	Stockholm	1767	NA	NA	1	1	potentially remove
377906	kungliga	Gerhard, Johann	D. Johan Gerhardin Jenan academias 	D. Johan Gerhardin Jenan academias professorin Pyhät tutkistelemuxet oikian jumalisuteen kehoittaman ja sisällisen ihmisen parasta edes auttaman sowitetut. Nijn myös jocapäiwäinen jumalisuden harjoitus, neljään osaan jaettu, josa löytän hartat syndein tunnustuxet kijtoxet, rucouxet ja toiwotuxet. Ja christillisen ihmisen muisto-kirja, jotca jumalisten sieluen hywäxi on suomexi käändänyt. Gabr L. Tammelinus	Stockholm	1767	NA	NA	1	2	
2538	fennica	Gerhard, Johannes	D. Johan Gerhardin Jenan academias 	D. Johan Gerhardin Jenan academias professorin Pyhät tutkistelemuxet oikiaan jumalisuteen kehoittaman ja sisällisen ihmisen parasta edes auttaman sowitetut. Niin myös Jocapäiwäinen jumalisuden harjoitus, neljään osaan jaettu, josa löytän hartat syndein tunnustuxet, kiitoxet, rucouxet ja toiwotuxet. Ja Christillisen ihmisen muisto-kirja, jotca jumalisten sieluen hywäxi on suomexi käändänyt. Gabriel L. Tammelinus	Stockholm	1781	NA	NA	1	1	potentially remove
112463	kungliga	Gerhard, Johann	D. Johan Gerhardin Jenan academias 	D. Johan Gerhardin Jenan academias professorin Pyhät tutkistelemuxet oikiaan jumalisuteen kehoittaman ja sisällisen ihmisen parasta edes auttaman sowitetut. Niin myös jokapäiwäinen jumalisuden harjoitus, neljään osaan jaettu, josa löytän	Stockholm	1781	1782	NA	1	2	
2541	fennica	Gröndaal, Petrus	Yxi Jumalan armon cautta, catuwainen 	Yxi Jumalan armon cautta, catuwainen rippi-lapsi, ja mahdollinen herran ehtollisen-wieras, kysymyxisä ja wastauxisa, Jesuxen ja yhden syndisen ihmisen wälillä, nijlle nuorille ja yxikertaisille erinomattain (suocon Jumala joxicuxi neuwoxi ja ylösrakennuxexi) hywäsä sydämmen aicomuxesa edespandu, Petari Gröndaalilda kircko herralda Skeptunasa ja Lundasa; ja nyt suomexi käätty, Samuel Salinilda	Stockholm	1747	NA	NA	1	1	potentially remove
128352	kungliga	Gröndaal, Petrus	Yxi Jumalan armon cautta, catuwainen 	Yxi Jumalan armon cautta, catuwainen rippi-lapsi, ja mahdollinen herran ehtollisen-wieras, kysymyxisä ja wastauxisa, Jesuxen ja yhden syndisen ihmisen wälillä, nijlle nuorille ja yxikertaisille erinomattain /suocon Jumala joxicuxi neuwoxi	Stockholm	1747	NA	NA	1	2	
2546	fennica	Gröndaal, Petrus	Yxi Jumalan armon kautta, katuwainen 	Yxi Jumalan armon kautta, katuwainen rippi-lapsi, ja mahdollinen herran ehtollisen wieras, kysymyxisä ja wastauxisa, Jesuxen ja yhden syndisen ihmisen wälillä, niille nuorille ja yxinkertaisille erinomattain, suokon Jumala. joxikuxi neuwoxi ja ylösrakennuxexi, hywäsä sydämmen aikomuxesa edespandu Petari Gröndaalilda kirkko-herralda Skeptunasa ja Lundasa; ja nytt suomexi käätty, Samuel Salinilda	Stockholm	1780	NA	NA	1	1	potentially remove
128353	kungliga	Gröndaal, Petrus	Yxi Jumalan armon kautta, katuwainen 	Yxi Jumalan armon kautta, katuwainen rippi-lapsi, ja mahdollinen herran ehtollisen wieras, kysymyxisä ja wastauxisa, Jesuxen ja yhden syndisen ihmisen wälillä, niille nuorille ja yxinkertaisille erinomattain, suokon Jumala! joxikuxi	Stockholm	1780	NA	NA	1	2	
2584	fennica	Mathesius, Georgius Nicolai	Samtal, emellan en präst och 	Samtal, emellan en präst och en bonde	Turku	1773	NA	NA	1	1	
125942	kungliga	Mathesius, Georg	Samtal, emellan en präst och 	Samtal, emellan en präst och en bonde, angående de af wår allernådigste konung wid detta årets början, indragna tilförene brukeliga helge-dagar; författadt af Georg Mathesius, år 1773. Åbo, tryckt hos Johan Christopher Frenckell	Turku	1773	NA	NA	1	2	potentially remove
2587	fennica	NA	Muutamat sen oikian uuden syndymisen 	Muutamat sen oikian uuden syndymisen ja hengen uudistuxen tundomerkit, yxikertaiselda talonpojalda ensist saxan kielin kirjoitetut, ynnä walituxen canssa uuden syndymisen wäärinkäyttämisen ylitze, ruotzin kielestä suomexi käätyt	Stockholm	1732	NA	NA	1	1	potentially remove
103873	kungliga	NA	Muutamat sen oikian uuden syndymisen 	Muutamat sen oikian uuden syndymisen ja hengen uudistuxen tundomerkit, yxikertaiselda talonpojalda ensist saxan kielin kirjoitetut, ynnä walituxen cansza uuden syndymisen wäärinkäyttämisen ylitze, ruotzin kielestä suomexi käätyt. Stockholmisa	Stockholm	1732	NA	NA	1	2	
2589	fennica	NA	Muutamat sen oikian uuden syndymisen 	Muutamat sen oikian uuden syndymisen ja hengen uudistuxen tundomerkit, yxikertaiselda talonpojalda ensist saxan kielinkirjoitetut [sic], ynnä walituxen kanssa uuden syndymisen wäärinkäyttämisen ylitze. Ruotzin kielestä suomexi käätyt	Stockholm	1775	NA	NA	1	1	potentially remove
129611	kungliga	NA	Muutamat sen oikian uuden syndymisen 	Muutamat sen oikian uuden syndymisen ja hengen uudistuxen tundomerkit, yxikertaiselda talonpojalda ensist saxan kielinkirjoitetut, ynnä walituxen kansza uuden syndymisen wäärinkäyttämisen ylitze. Ruotzin kielestä suomexi käätyt. Cum gratia & privilegio s:æ r:æ maj:tis	Stockholm	1775	NA	NA	1	2	
2610	fennica	Quirsfeld, Johann	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, 	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, josa on 41 kansapuhetta Christuxen ja yhden uskowaisen sielun välillä yynnä [sic] jokapäiwäisten aamu- ja ehto- kuin myös parannus- rippi- Herran ehtollisen- ja kirkko-rukousten kanssa. Muinen ruotsixi käätty And. Pet. Amneliuxelda. Mutta nyt suomen seurakundain hyväxi heidän äiti-kieleensä käätty	Stockholm	1779	NA	NA	1	1	potentially remove
112121	kungliga	Qvirsfeld, Johann	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, 	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, josa on 41 kansapuhetta Christuxen ja yhden uskowaisen sielun wälillä, yynnä jokapäiwäisten aamu- ja ehto- kuin myös parannus- rippi- herran ehtollisen- ja kirkko- rukousten kansza	Stockholm	1779	NA	NA	1	2	
2611	fennica	Quirsfeld, Johann	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, 	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, josa on 41 kansapuhetta Christuxen ja yhden uskowaisen sielun välillä ynnä jokapäiwäisten aamu- ja ehto- kuin myös parannus- rippi- Herran ehtollisen- ja kirkko-rukousten kanssa. Muinen ruotsixi käätty And. Pet. Amneliuxelda. Mutta nyt suomen seurakundain hyväxi heidän äiti-kieleensä käätty	Stockholm	1793	NA	NA	1	1	potentially remove
112122	kungliga	Qvirsfeld, Johann	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, 	Mag. Joh. Qvirsfeldin Taiwallinen yrttitarhan-seura, josa on 41 kansapuhetta Christuxen ja yhden uskowaisen sielun wälillä, ynnä jokapäiwäisten aamu- ja ehto- kuin myös parannus- rippi- herran ehtollisen- ja kirkko- rukousten kansza. Muinen ruotsixi käätty And. Pet. Amneliuxelda. Mutta nyt suomen seurakundain hywäxi heidän äiti-kieleensä käätty	Stockholm	1793	NA	NA	1	2	
2614	fennica	Schu¨tz, Johann Jakob	Christillinen muisto-kirja, edesauttamaan yhtä aljettua 	Christillinen muisto-kirja, edesauttamaan yhtä aljettua uutta elämäkerta, josa lyhykäisest ja yxikertaisest se ensimäinen neuwo ja ojennus annetan, syndein poispanemiseen, sisällisen ihmisen walistuxeen, ja yhden christinuscowaisen yhdistyxeen Jumalan cansa	Stockholm	1732	NA	NA	1	1	potentially remove
128328	kungliga	Schütz, Johann Jacob	Christillinen muisto-kirja, edesauttamaan yhtä aljettua 	Christillinen muisto-kirja, edesauttamaan yhtä aljettua uutta elämäkerta, josa lyhykäisest ja yxikertaisest se ensimäinen neuwo ja ojennus annetan, syndein poispanemiseen, sisällisen ihmisen walistuxeen, ja yhden christinuscowaisen yhdistyxeen	Stockholm	1732	NA	NA	1	2	
2637	fennica	Wiklund, Niilo	En stor, men benådad syndares 	En stor, men benådad syndares berättelse	Vaasa	1787	NA	NA	1	1	
130470	kungliga	NA	En stor, men benådad syndares 	En stor, men benådad syndares berättelse om sig sjelf	Vaasa	1787	NA	NA	1	2	potentially remove
2654	fennica	Achrenius, Abraham	Sionin juhla-wirret	Sionin juhla-wirret	Vaasa	1782	NA	NA	1	1	
168935	kungliga	Achrenius, Abraham	Sionin juhla-wirret	Sionin juhla-wirret	Vaasa	1782	NA	NA	1	2	potentially remove
2676	fennica	Ståhlberg, Israe¨l	Samling af poesier och nya 	Samling af poesier och nya psalmer öfwer Wår Frälsares Jesu Christi lidande, död och begrafning, jemte bihang, af andeliga sånger i särskildta ämnen, författade af Israel Ståhlberg. Comminister	Stockholm	1792	NA	NA	1	1	potentially remove
134155	kungliga	Ståhlberg, Israel	Samling af poesier och nya 	Samling af poesier och nya psalmer öfwer wår frälsares Jesu Christi lidande, död och begrafning, jemte bihang, af andeliga sånger i särskildta ämnen, författade af Israel Ståhlberg. ... Stockholm, tryckt hos Joh. Christopher Holmberg	Stockholm	1792	NA	NA	1	2	
2677	fennica	Ståhlberg, Israe¨l	Heliga sånger wid Jesu nåderika 	Heliga sånger wid Jesu nåderika födelse. Af Israel Ståhlberg	Stockholm	1782	NA	NA	1	1	potentially remove
134292	kungliga	Ståhlberg, Israel	Heliga sånger wid Jesu nåderika 	Heliga sånger wid Jesu nåderika födelse. Af Israel Ståhlberg. Stockholm, tryckte i kongl. finska boktryckeriet, hos Johan A. Carlbohm, 1782	Stockholm	1782	NA	NA	1	2	
2694	fennica	Arctopolitanus, Gabriel Gregorii	Dissertatio historica de origine ac 	Dissertatio historica de origine ac religione Fennorum	Uppsala	1728	1733	Diss.	1	1	potentially remove
321297	kungliga	Törner, Fabian	Dissertatio historica de origine ac 	Dissertatio historica de origine ac religione Fennonum, Von dem Ursprung und der Religion der Finnländer	Uppsala	1728	NA	Diss.	1	2	
2697	fennica	Hallenberg, Jonas	Collectio nummorum cuficorum, quos aere 	Collectio nummorum cuficorum, quos aere expressos, addita eorum interpretatione, subjunctoque alphabetico cufico, edidit I. Hallenberg	Stockholm	1800	NA	NA	1	1	potentially remove
118928	kungliga	Hallenberg, Jonas	Collectio nummorum cuficorum, quos aere 	Collectio nummorum cuficorum, quos aere expressos, addita eorum interpretatione, subjunctoque alphabeto cufico, edidit I. Hallenberg. Stockholmiae, apud Henric. A. Nordström, 1800. (Aboæ, apud J.C. Frenckell, r. acad. typ.	Stockholm	1800	NA	NA	1	2	
2704	fennica	Hård, Johan Ludvig	Berättelse om finska kriget, som 	Berättelse om finska kriget, som fördes åren 1741, 1742 och 1743 jämte de nästföregående och nästpåföljande händelser i Swerige; författad af herr grefwe Johan Ludvic Hård, kgl. preussisk general-lieutenant, och rid. af Kgl. Sw. Seraph. Orden. Öfwersätning ifrån fransyskan	Stockholm	1789	NA	NA	1	1	potentially remove
99420	kungliga	Hård, Johan Ludvig	Berättelse om finska kriget, som 	Berättelse om finska kriget, som fördes åren 1741, 1742 och 1743, jämte de nästföregående och nästpåföljande händelser i Swerige; författad af herr grefwe Johan Ludvic Hård ... Öfwersätning ifrån fransyskan. Stockholm, tryckt hos And	Stockholm	1789	NA	NA	1	2	
2705	fennica	Hård, Johan Ludvig	Berättelse om finska kriget, som 	Berättelse om finska kriget, som fördes åren 1741, 1742 och 1743 ... kongl. ... ridd. af kongl. swenska ... öfwersättning från fransyskan	Stockholm	1790	NA	NA	1	1	potentially remove
114916	kungliga	Hård, Johan Ludvig	Berättelse om finska kriget, som 	Berättelse om finska kriget, som fördes åren 1741, 1742 och 1743, jämte de nästföregående och nästpåföljande händelser i Swerige; författad af herr grefwe Johan Ludvic Hård ... Öfwersättning från fransyskan. Andra uplagan. Stockholm	Stockholm	1790	NA	NA	1	2	
2707	fennica	Arckenholtz, Johan	Lettre aux auteurs du Journal 	Lettre aux auteurs du Journal Encyclopedique de Lie`ge, au sujet des remarques sur les Finnois ou Finlandois, ou^, en reponse a` ce qu'ils y ont avance´, on ta^che de mieux de´veloper l'etat ancien & moderne des habitans de la Finlande & de la Lapponie	Frankfurt	1756	NA	NA	1	1	
176905	kungliga	Arckenholtz, Johan	Lettre aux auteurs du Journal 	Lettre aux auteurs du Journal encyclopédique de Liège, au sujet des Remarques sur les Finnois ou Finlandois, où, en réponse à ce qu'ils y ont avancé, on tâche de mieux déveloper l'état ancien & moderne des Habitans de la Finlande & de la Lapponie	Frankfurt	1756	NA	NA	1	2	potentially remove
2712	fennica	Piranesi, Francesco	Bref ifrån Franz Piranesi til 	Bref ifrån Franz Piranesi til herr generalen Johan Acton. Öfwersättning från italienskan	Stockholm	1795	NA	NA	1	1	potentially remove
114543	kungliga	Piranesi, Francesco	Bref ifrån Franz Piranesi til 	Bref ifrån Franz Piranesi til herr generalen Johan Acton. Öfwersättning från italienskan. Stockholm, tryckt i Kumblinska tryckeriet, 1795	Stockholm	1795	NA	NA	1	2	
2729	fennica	Arckenholtz, Johan	Närmare undersökning om den ostindiske 	Närmare undersökning om den ostindiske handelens nytta eller skadelighet, enkannerligen i anseende til Swerige	Stockholm	1738	NA	NA	1	1	potentially remove
138075	kungliga	Arckenholtz, Johan	Närmare undersökning om den ostindiske 	Närmare undersökning om den ostindiske handelens nytta eller skadelighet, enkannerligen i anseende til Swerige. =Anon.= Stockholm, tryckt hos Benj. Gottl. Schneiders änckia åhr 1738	Stockholm	1738	NA	NA	1	2	
2734	fennica	Gadd, Pehr Adrian	Undersökning om de fölgder, hvarmed 	Undersökning om de fölgder, hvarmed inhemskt språks förakt verkar på folkets seder: med tillämpning på svenska folket i synnerhet	Stockholm	1770	NA	NA	1	1	potentially remove
123504	kungliga	Gadd, Pehr Adrian	Undersökning om de fölgder, hvarmed 	Undersökning om de fölgder, hvarmed inhemskt språks förakt verkar på folkets seder: med tillämpning på svenska folket i synnerhet. =Anon=. Stockholm, tryckt hos direct. Lars Salvius, 1770	Stockholm	1770	NA	NA	1	2	
2736	fennica	Gezelius, Georgius Martini	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfwer namnkunnige och lärde svenske män, af Georg Gezelius, kyrkoh. vid Lillkyrka och Öby församl. i Nerike. Första delen A-H	Stockholm	1778	NA	NA	1	1	potentially remove
107131	kungliga	Gezelius, Georg	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfver namnkunnige och lärde svenske män, af Georg Gezelius ... =Stockholm. 1-4. 1778-1787=	Stockholm	1778	NA	NA	1	2	
107134	kungliga	Gezelius, Georg	Försök til et biographiskt lexicon 	Försök til et biographiskt lexicon öfver namnkunnige och lärde svenske män, af Georg Gezelius ... =Stockholm. 1-4. 1778-1787=	Stockholm	1778	1787	NA	1	3	
