"publication_place","country","longitude","latitude","chosen_id"
"Reading","England",-0.9730556,51.454166666,"<http://vocab.getty.edu/tgn/7011918>"
"Burlington NJ","USA",-74.7667,39.7833,"<http://vocab.getty.edu/tgn/2283355>"
"Lewes","England",0.0167,50.8667,"<http://vocab.getty.edu/tgn/7011444>"
"Yarmouth","England",1.75,52.63333,"<http://vocab.getty.edu/tgn/7010782>"
"Concord NH","USA",-71.5333,43.2,"<http://vocab.getty.edu/tgn/7013647>"
"Brussels","Belgium",4.333333,50.83333,"<http://vocab.getty.edu/tgn/7007868>"
"Kilkenny","Ireland",-7.252222,52.65417,"<http://vocab.getty.edu/tgn/7007184>"
"Newport","England",-2.983333,51.583333,"<http://vocab.getty.edu/tgn/7008844>"
"Bradford","England",-1.75,53.783333,"<http://vocab.getty.edu/tgn/7010443>"
"Emden","Germany",7.216667,53.36667,"<http://vocab.getty.edu/tgn/7005300>"
"Knaresborough","England",-1.466667,54,"<http://vocab.getty.edu/tgn/1029763>"
"Evesham","England",-1.933333,52.083333,"<http://vocab.getty.edu/tgn/7011112>"
"Chestnut Hill Pa","USA",-75.2,40.0667,"<http://vocab.getty.edu/tgn/7016007>"
"Deptford","England",-0.05,51.4833,"<http://vocab.getty.edu/tgn/7011800>"
"Fredericktown Md","USA",-75.8833,39.35,"<http://vocab.getty.edu/tgn/2047202>"
"Washington Pa","USA",-80.2333,40.1667,"<http://vocab.getty.edu/tgn/7013272>"
"St Ives","England",-5.4875,50.208611,"<http://vocab.getty.edu/tgn/7011362>"
"Harrisburg Pa","USA",-76.8833,40.2667,"<http://vocab.getty.edu/tgn/7013694>"
"Whitehall Pa","USA",-75.5,40.6667,"<http://vocab.getty.edu/tgn/2094476>"
"Buckingham","England",-0.983333,52,"<http://vocab.getty.edu/tgn/7011899>"
"Caerleon","England",-2.916667,53.2,"<http://vocab.getty.edu/tgn/7012045>"
"St Omer","France",2.166667,50.75,"<http://vocab.getty.edu/tgn/7609861>"
"USA","USA",-98,38,"<http://vocab.getty.edu/tgn/7012149>"
"Berwick-upon-Tweed","Scotland",-2,55.783333,"<http://vocab.getty.edu/tgn/7009992>"
"Caerfyrddin","England",-4.311667,51.859167,"<http://vocab.getty.edu/tgn/7008838>"
"Bennington Vt","USA",-73.1833,42.8667,"<http://vocab.getty.edu/tgn/7013382>"
"Tharangampadi","India",79.852778,11.031944,"<http://vocab.getty.edu/tgn/7001594>"
"Downpatrick","Ireland",-5.7,54.316667,"<http://vocab.getty.edu/tgn/1048342>"
"Amwythig","England",-2.733333,52.716667,"<http://vocab.getty.edu/tgn/7014597>"
"Kings Lynn","England",0.383333,52.75,"<http://vocab.getty.edu/tgn/7010791>"
"Newry","Ireland",-6.333333,54.183333,"<http://vocab.getty.edu/tgn/1048398>"
"Halifax NS","Canada",-63.5833,44.6333,"<http://vocab.getty.edu/tgn/7013046>"
"Madras India","India",80.283333,13.083333,"<http://vocab.getty.edu/tgn/7001562"
"Twickenham","England",-0.35,51.45,"<http://vocab.getty.edu/tgn/7012095"
"Carmarthen","England",-4.311667,51.859167,"<http://vocab.getty.edu/tgn/7008838"
"Wrexham","England",-3,53.05,"<http://vocab.getty.edu/tgn/7008750"
"Bury St Edmunds","England",0.716667,52.25,"<http://vocab.getty.edu/tgn/7010914"
"Trefeca","England",-3.3333,52.25,"<http://vocab.getty.edu/tgn/7008050"
"St Johns Antiqua","Antiqua",-61.8333,17.1333,"<http://vocab.getty.edu/tgn/7005882"
"Li<e8>ge","Belgium",5.570228,50.638674,"<http://vocab.getty.edu/tgn/7007945"
"Washington DC","USA",-77.0333,38.8833,"<http://vocab.getty.edu/tgn/7013962"
"Stockton","England",-1.416,54.58333,"<http://vocab.getty.edu/tgn/7010049>"
"Kilmarnock","Ireland",-4.533333,55.633333,"<http://vocab.getty.edu/tgn/7009132"
"G<f6>ttingen","Germany",9.933333,51.533333,"<http://vocab.getty.edu/tgn/7005246"
"Aberhonddu","England",-3.383333,51.95,"<http://vocab.getty.edu/tgn/7008517"
"Roseau Dominica","Dominica",-61.3833,15.3,"<http://vocab.getty.edu/tgn/1016462"
"St Andrews","Scotland",-2.783333,56.333333,"<http://vocab.getty.edu/tgn/7009562"
"Trefriw","England",-3.833333,53.15,"<http://vocab.getty.edu/tgn/7441563"
"Kingstown","St Vincent",-61.2333,13.2,"<http://vocab.getty.edu/tgn/1019072"
"Basseterre Saint Kitts","Saint Kitts and Nevis",-62.7167,17.3,"<http://vocab.getty.edu/tgn/1019052"
"Niagara","Canada",-79.1,43.0833,"<http://vocab.getty.edu/tgn/7013083"
"St George","Grenada",-61.7333,12.0667,"<http://vocab.getty.edu/tgn/1016587"
"St Helier","England",-0.1667,51.3333,"<http://vocab.getty.edu/tgn/4009629"
"St Petersburg","Russia",-0.1667,51.3333,"<http://vocab.getty.edu/tgn/7010273>"
"Z<fc>rich","Germany",8.55,47.366667,"<http://vocab.getty.edu/tgn/7007302>"
"Georgetown Washington DC","USA",-77.05,38.9,"<http://vocab.getty.edu/tgn/7015724>"
"Boston England","England",-0.016667,52.983333,"<http://vocab.getty.edu/tgn/7010726>"
"Fairhaven Vt","USA",-73.25,43.5833,"<http://vocab.getty.edu/tgn/2321190>"
"Hamilton","England",-4.05,55.75,"<http://vocab.getty.edu/tgn/1050726>"
"Leominster NH","USA",-72.1833,43.0667,"<http://vocab.getty.edu/tgn/2445534>"
"Douglas","Isle of Man",-4.4833,54.15,"<http://vocab.getty.edu/tgn/7012188>"
"Caernarfon","England",-4.266667,53.15,"<http://vocab.getty.edu/tgn/7008824>"
"Wexford","England",-6.4575,52.334167,"<http://vocab.getty.edu/tgn/1043054>"
"Fredicksburg Va","USA",-77.45,38.3,"<http://vocab.getty.edu/tgn/7013943>"
"Truru","England",-5.043333,50.261667,"<http://vocab.getty.edu/tgn/7011328>"
"Ewood Hall","England",-1.85,53.716667,"<http://vocab.getty.edu/tgn/7010460>"
"Machynlleth","England",-3.85,52.6,"<http://vocab.getty.edu/tgn/7008528>"
"Abartawe","England",-3.966667,51.633333,"<http://vocab.getty.edu/tgn/7008407>"
"Chennai","India",80.283333,13.083333,"<http://vocab.getty.edu/tgn/7001562>"
"Aschaffenburg","Netherlands",9.149167,49.973889,"<http://vocab.getty.edu/tgn/7004322>"
"D<f4>le","France",5.493003,47.092847,"<http://vocab.getty.edu/tgn/7009146>"
"Dyhernfurth","Germany",16.70815,51.27299,"<http://www.geonames.org/3102456/brzeg-dolny.html>"
"Wolfenb<fc>ttel","Germany",10.55,52.166667,"<http://vocab.getty.edu/tgn/7005253>"
"Kostrzyn nad Odra","Poland",14.6667,52.5833,"<http://vocab.getty.edu/tgn/7007723>"
"Belgium","Li<e8>ge",5.5,50.5,"<http://vocab.getty.edu/tgn/7003460>"
"L<fc>bben","Germany",13.9,51.95,"<http://vocab.getty.edu/tgn/1037143>"
"Marpurg","Germany",8.766667,50.816667,"<http://vocab.getty.edu/tgn/7012330>"
"Germany","Germany",10.5,51.5,"<http://vocab.getty.edu/tgn/7000084>"
"N<f6>rdlingen","France",10.5,48.85,"<http://vocab.getty.edu/tgn/7012334>"
"Ronciglione","Italy",12.216667,42.283333,"<http://vocab.getty.edu/tgn/7008286>"
"Z<fc>rich","Switzerland",8.55,47.366667,"<http://vocab.getty.edu/tgn/7007302>"
"Hagerstown","USA",-77.7167,39.6333,"<http://vocab.getty.edu/tgn/7013681>"
"Kaprio","Russia",32,60,"<http://vocab.getty.edu/tgn/7011572>"
"Keltto","Russia",32,60,"<http://vocab.getty.edu/tgn/7011572>"
"Koivisto","Russia",28.6,60.3667,"<http://vocab.getty.edu/tgn/1138279>"
"St Louis Kaunti Mi","USA",-90.4,38.6333,"<http://vocab.getty.edu/tgn/7016167>"
"Ballymena","England",-6.25,54.8333,"<http://vocab.getty.edu/tgn/7019164>"
"Europe","Ambiguous",15.016,56.2,"<http://vocab.getty.edu/tgn/1000003>"
"Parr-Town","Canada",-66.05,45.2667,"<http://vocab.getty.edu/tgn/7013172>"
"Koningsberg","Germany",20.5,54.716667,"<http://www.wikidata.org/entity/Q1829>"
"Gaznah","Iraq",2.333333,48.866667,"<http://vocab.getty.edu/tgn/7008038>"
"Altmore","Northern Ireland",-6.98611,54.5542,"<http://www.wikidata.org/entity/Q406298>"
"Pärnu","Estonia",24.508,58.374,"<http://vocab.getty.edu/tgn/7006621>"
"Käkisalmi","Finland",30.1333,61.0167,"<http://vocab.getty.edu/tgn/1058671>"
"Terni","Finland",12.616667,42.566667,"<http://vocab.getty.edu/tgn/7005123>"
"Isafjördur","Iceland",-23.141719,66.073778,"<http://www.wikidata.org/entity/Q106896>"
"Tromsö","Norway",19,69.7,"<http://vocab.getty.edu/tgn/1048804>"
"Adelsö","Sweden",17.496111,59.380833,"<http://www.wikidata.org/entity/Q355577>"
"Alnön","Sweden",17.466667,62.4,"<http://www.wikidata.org/entity/Q775641>"
"Eksjöhovgård","Sweden",14.686918,57.31669,"<http://www.wikidata.org/entity/Q579543>"
"Håbo","Sweden",17.529722,59.567778,"<http://www.wikidata.org/entity/Q511253>"
"Nytorp","Sweden",17.950833,59.273889,"<http://www.wikidata.org/entity/Q10665059>"
"Södertäje","Sweden",18,59.5,"<http://vocab.getty.edu/tgn/7009858>"
"Visingsö","Sweden",14.333333,58.05,"<http://www.wikidata.org/entity/Q529887>"
"Älvsjö","Sweden",18.0833,59.3333,"<http://vocab.getty.edu/tgn/7009861>"
"Ängby","Sweden",18.0833,59.3333,"<http://vocab.getty.edu/tgn/7009861>"
"Heinäjoki","Finland",25.575,63.366667,"<http://www.wikidata.org/entity/Q979846>"
"Hvitträsk","Finland",24.519745,60.181333,"<http://www.wikidata.org/entity/Q3609412>"
"Jääski","Finland",28.95,61.05,"<http://vocab.getty.edu/tgn/1056411>"
"Kaprio","Finland",30,61.5,"<http://www.wikidata.org/entity/Q4232361>"
"Keltto","Finland",30.651111,60.015,"<http://www.wikidata.org/entity/Q1036323>"
"Koivisto","Finland",28.6,60.3667,"<http://vocab.getty.edu/tgn/1138279>"
"Kyrö","Finland",22.75,60.7,"<http://www.geonames.org/649625>"
"Hämeenkyrö","Finland",23.2,61.633333,"<http://www.wikidata.org/entity/Q996656>"
"Isokyrö","Finland",22.316667,63,"<http://www.wikidata.org/entity/Q571384>"
"Jalasjärvi","Finland",22.316667,63,"<http://www.wikidata.org/entity/Q571384>"
"Jämsä","Finland",25.190278,61.863889,"<http://www.wikidata.org/entity/Q642696>"
"Kylmäkoski","Finland",23.868056,61.166667,"<http://www.wikidata.org/entity/Q413747)>"
"Mänttä-Vilppula","Finland",24.6333,62.0333,"<http://www.wikidata.org/entity/NA>"
"Perkjärvi","Finland",29.3333,60.4667,"<http://vocab.getty.edu/tgn/1055315>"
"Petäjävesi","Finland",25.183333,62.25,"<http://www.wikidata.org/entity/Q935835>"
"Pännäinen","Finland",22.791667,63.6,"<http://www.wikidata.org/entity/Q4890077>"
"Räisälä","Finland",29.763889,60.920833,"<http://www.wikidata.org/entity/Q2387988>"
"Saarijärvi","Finland",25.256944,62.705556,"<http://www.wikidata.org/entity/Q984858>"
"Seinäjoki","Finland",22.840278,62.790278,"<http://www.wikidata.org/entity/Q6157>"
"Säkkijärvi","Finland",28.1625,60.633333,"<http://www.wikidata.org/entity/Q2635095>"
"Sääksmäki","Finland",24.066667,61.2,"<http://www.wikidata.org/entity/Q606021>"
"Dyhrenfurt","Germany",16.720833,51.270833,"<http://www.wikidata.org/entity/Q995429>"
"Enkhuizen","Germany",5.283333,52.716667,"<http://vocab.getty.edu/tgn/7007064>"
"Heinrichstadt","Germany",10.55,52.166667,"<http://vocab.getty.edu/tgn/7005253>"
"Küstrin","Netherlands",14.6667,52.5833,"<http://vocab.getty.edu/tgn/7007723>"
"LaHaye","Belgium",4.3,52.083333,"<http://vocab.getty.edu/tgn/7006810>"
"Lüttich","Germany",5.570228,50.638674,"<http://vocab.getty.edu/tgn/7007945>"
"Beijing","China",116.388869,39.928819,"<http://vocab.getty.edu/tgn/7001758>"
"Plauen","Poland",12.133333,50.5,"<http://vocab.getty.edu/tgn/1037492>"
"Puebla","USA",-98,18.833333,"<http://vocab.getty.edu/tgn/7005592>"
"Rio de Janeiro","Brasilia",-43.2833,-22.8833,"<http://vocab.getty.edu/tgn/7017095>"
"Ronciglione","Germany",12.216667,42.283333,"<http://vocab.getty.edu/tgn/7008286>"
"Schneeberg","Austria",9.2472,49.6397,"<http://vocab.getty.edu/tgn/7104960>"
"St Gallen","Switzerland",9.388615,47.43639,"<http://vocab.getty.edu/tgn/7007460>"
"Stuggart","Germany",9.1833,48.7667,"<http://vocab.getty.edu/tgn/7004425>"
"Ticino","Switzerland",8.7906,46.2845,"<http://vocab.getty.edu/tgn/7004723>"
"Toledo","Italy",-4.0167,39.8667,"<http://vocab.getty.edu/tgn/7008719>"
"Turici","Bosnia and Herzegovina",8.55,47.366667,"<http://vocab.getty.edu/tgn/7007302>"
"Ven","Sweden",12.695,55.905833,"<http://www.wikidata.org/entity/Q509682>"
"Val Venegia","Italy",11.8,46.262,"<http://www.wikidata.org/entity/Q267909>"
"Ultrecht","Belgium",5.133333,52.083333,"http://vocab.getty.edu/tgn/7006926"
"Oberusel","Germany",8.583333,50.2,"http://vocab.getty.edu/tgn/7012626"
"Ypern","Netherlands",2.885688,50.851142,"http://vocab.getty.edu/tgn/7007899"
"Saratoga","Spain",-73.85,43.1,"http://vocab.getty.edu/tgn/1002871"
"Scinawa","Poland",16.423056,51.411111,"<http://www.wikidata.org/entity/Q387095>"
"Nisa","Switzerland",58.194,37.966,"http://vocab.getty.edu/tgn/7032028"
